答卷编号,IP地址,性别(有偿),年龄(有偿),城市(有偿),图片(微信),来源,昵称(微信),性别(微信),城市(微信),开始时间,结束时间,浏览器,操作系统,状态,证件号,用户名,姓名,用户类别,单位,邮件,Q1_您认为上述视频内容和思想政治课课堂教学的语言风格是否相近？_请打分,Q2_您认为上述视频内容和新闻联播的语言风格是否相近？_请打分,Q3_您认为上述视频内容和职业教育是否有联系？_请打分,Q4_您认为上述视频的内容语言风格跟下列哪种情境的内容或风格更相似？,Q5_全面从严治党的关键是:,Q6_新发展理念包括创新、协调、绿色、开放和:,Q7_民主法制建设的成就包括推进全面依法治国、党的领导、 有机统一。,Q8_党的十八届三中全会是在哪一年召开的？,Q9_中央外事工作会议明确提出外交大权在：,Q10_你喜欢类似视频中的思想政治课么？,Q11_你对下列哪些主体的工作满意，你不必说具体哪个，请告诉我您满意的主体数量（0-3）即可：钟南山院士官方媒体自媒体,Q12_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-3）即可：南方周末环球时报钟南山院士,Q13_你认为国家下列这些方面的能力强么？_统计民众和社会信息的能力,Q13_你认为国家下列这些方面的能力强么？_维护社会稳定的能力,Q13_你认为国家下列这些方面的能力强么？_维护社会团结，增加民众国家认同的能力,Q13_你认为国家下列这些方面的能力强么？_向社会获取资源（包括税收等）的能力,Q13_你认为国家下列这些方面的能力强么？_领导不同中央各部委和地方政府的能力,Q13_你认为国家下列这些方面的能力强么？_管理社会组织和市场主体的能力,Q13_你认为国家下列这些方面的能力强么？_提供社会福利的能力,Q14_请问你对上述视频有什么看法：,Q15_请问你对你平时上的思想政治课有什么看法：,Q16_你所在学校组织网课的最常见形式是什么？,Q16_你所在学校组织网课的最常见形式是什么？_开放选项,Q17_本学期，你平均每周在线上课（学校规定的课程）的时间为________小时。,Q18_本学期，你平均每周在线学习（不包括学校规定的课程）的时间为________小时。,Q19_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够提高我的学习效率,Q19_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够解决我大部分的学习问题,Q19_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能够让我更好地掌握知识与技能,Q19_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能让我的学习注意力更加集中,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线学习平台的师生交流功能使用起来很方便,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，通过在线学习平台获取知识与提升技能很轻松,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线完成作业是一件容易的事,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习方面的培训或指导,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习资源（如网课资源、电子讲义等）,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校为我们配备的硬件设施（如光纤网络、机房、虚拟仿真设备等）能满足我的在线学习需要,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会营造良好氛围来促进信息技术融入我们的学习,Q19_本学期以来，你是否同意以下关于在线学习的描述_我愿意向我的亲朋好友推荐在线学习形式,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意继续采纳在线学习的方式进行学习,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意提高使用在线学习平台学习的频率,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我希望在线学习的形式能扩展到更多课程的学习中,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_在线学习的整体体验感让我满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己的学习效率感到满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所获得的学习效果感到满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所取得的整体收获感到满意,Q21_你上思想政治课的班级规模：,Q22_你对中央政府的工作有多满意？,Q23_你相信国务院新闻发布会发布的信息么？,Q24_你相信纽约时报发布的信息么？,Q25_你对老师在线授课的适应程度如何？,Q26_你对自己在线自主学习的适应程度如何？,Q27_你对学校组织的在线学习，有什么建议？
1224,223.104.238.58,,,,,,,,,2021-07-02 15:32:56,2021-07-02 15:42:10,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,1,2,1,1,4,3,3,3,6,7,7,6,7,6,6,无,无,3,,无,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,7,5,5,5,增加课堂的有趣性
1225,221.13.63.146,,,,,,,,,2021-07-02 15:38:53,2021-07-02 15:42:16,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,8.0,1,1,1,1,1,2,7,4,4,6,6,6,6,6,6,6,无,无,7,,10-16,4-6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,6,6,无
1226,223.104.238.149,,,,,,,,,2021-07-02 15:36:27,2021-07-02 15:42:45,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,7.0,3,1,2,1,1,4,3,4,4,6,7,7,6,6,7,6,无,无,4,,3,1,6,5,5,5,7,6,5,6,6,6,6,5,6,6,6,6,6,6,6,5,7,7,5,5,5,无
1227,119.62.124.217,,,,,,,,,2021-07-02 15:40:59,2021-07-02 15:43:41,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,10.0,10.0,10.0,1,3,2,1,3,2,3,4,4,5,5,6,6,6,6,5,无,无,7,,4,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,无
1228,117.136.80.16,,,,,,,,,2021-07-02 15:37:18,2021-07-02 15:44:13,Chrome 78.0.3904.108,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,3,2,1,2,2,3,3,4,6,6,6,6,6,6,6,好,没有,5,,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,6,5,5,无
1229,223.104.238.229,,,,,,,,,2021-07-02 15:41:04,2021-07-02 15:44:43,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,7.0,1,3,2,3,2,2,3,4,4,6,6,7,6,7,6,6,很好,很好,3,,2小时,3小时,6,6,7,6,7,7,6,6,6,7,6,7,6,6,6,6,7,6,6,5,6,6,5,6,6,很好
1230,117.136.80.207,,,,,,,,,2021-07-02 15:39:54,2021-07-02 15:44:56,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,10.0,10.0,1,3,3,1,1,1,1,4,4,7,7,7,6,7,7,7,感觉很好,国家富强  民族有希望,7,,2,2,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,4,6,7,5,5,5,没有意见
1231,36.97.39.47,,,,,,,,,2021-07-02 15:43:20,2021-07-02 15:45:12,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,4,3,7,4,4,7,7,7,7,7,7,7,没看法,没看法,7,,30,20,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,7,7,7,7,7,没建议
1232,223.104.96.25,,,,,,,,,2021-07-02 15:39:21,2021-07-02 15:45:14,Chrome 77.0.3865.120,Android Linux 7.0,1,,,,,,,7.0,7.0,8.0,1,1,2,1,3,1,3,3,2,7,7,7,7,7,7,7,无,无,5,,2,1,5,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,7,7,5,5,5,无
1233,223.104.16.192,,,,,,,,,2021-07-02 15:42:55,2021-07-02 15:46:15,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,1,7,4,4,7,7,7,7,7,7,7,非常好,要认真听讲,6,,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,6,7,7,没有
1234,117.136.80.13,,,,,,,,,2021-07-02 15:38:55,2021-07-02 15:46:17,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,9.0,9.0,9.0,1,1,2,1,3,4,6,4,4,6,3,3,4,3,4,6,很好,很有必要去学习,3,,3,2,5,5,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,5,6,6,很好
1235,117.136.80.30,,,,,,,,,2021-07-02 15:44:16,2021-07-02 15:46:39,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,2,2,4,7,1,2,7,7,7,7,7,7,7,很好,很好,3,,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,很好
1236,221.13.63.148,,,,,,,,,2021-07-02 15:45:20,2021-07-02 15:48:03,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,9.0,8.0,9.0,1,3,3,1,2,2,3,3,4,5,5,6,5,5,5,5,没有,没有,4,,2,2,5,6,6,6,6,6,6,5,6,6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,没有
1237,223.104.141.120,,,,,,,,,2021-07-02 15:39:15,2021-07-02 15:48:09,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,6.0,7.0,1,3,2,1,2,4,6,3,4,7,7,7,7,7,7,6,讲的非常好,讲的非常好,7,,16.5,2,5,5,5,5,6,5,5,5,5,6,6,5,5,5,5,5,5,5,5,6,7,7,5,6,5,没有
1238,117.136.71.183,,,,,,,,,2021-07-02 15:48:44,2021-07-02 15:50:16,Unknown Browser,iPhone iOS 14.4,1,,,,,,,9.0,9.0,9.0,1,4,3,1,4,4,7,4,4,6,6,6,6,5,6,6,没有,没有,5,,3,5,6,6,6,5,5,5,6,6,6,5,7,5,5,6,6,6,6,6,5,6,6,6,6,5,6,没有
1239,106.57.88.29,,,,,,,,,2021-07-02 15:52:11,2021-07-02 15:57:51,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,5.0,5.0,5.0,1,3,3,1,1,1,3,3,3,5,5,5,5,5,5,5,没什么看法,没什么看法,3,,14,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,没什么
1240,139.214.251.69,,,,,,,,,2021-07-02 15:56:29,2021-07-02 15:58:32,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,1,3,1,3,2,6,2,2,6,6,6,6,6,6,6,没啥看法,没啥看法,3,,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5,6,5,没有
1241,203.168.3.23,,,,,,,,,2021-07-02 15:55:13,2021-07-02 15:59:07,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,8.0,6.0,7.0,1,3,2,1,3,2,3,4,4,7,6,6,5,7,5,5,非常好,很好,4,,45,20,5,5,6,4,5,5,5,5,5,5,5,6,6,5,6,5,6,6,6,5,6,6,5,6,6,没有非常好
1242,203.168.8.33,,,,,,,,,2021-07-02 15:52:25,2021-07-02 15:59:14,Unknown Browser,iPhone iOS 14.3,1,,,,,,,8.0,8.0,8.0,1,1,1,1,3,4,7,4,4,7,7,7,7,7,7,7,对我们完善个人思想很有用,很有用,3,,几十个小时吧,不清楚,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,7,换个不网卡的软件，统一软件，我手机快满满都是上课软件了
1243,221.13.63.1,,,,,,,,,2021-07-02 15:54:43,2021-07-02 15:59:43,Chrome 62.0.3202.84,Android Linux 8.1.0,1,,,,,,,8.0,6.0,8.0,3,1,2,4,3,2,3,3,3,7,7,7,7,7,7,7,无,无,4,,全勤,全勤,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,没有
1244,111.25.135.79,,,,,,,,,2021-07-02 16:01:09,2021-07-02 16:04:02,Unknown Browser,iPhone iOS 14.5,1,,,,,,,7.0,7.0,7.0,1,1,1,1,4,3,3,3,3,7,7,7,7,7,7,7,希望视频做的再长点,老师讲的不生动,3,,不清楚,不清楚,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,7,5,5,5,没有
1245,14.204.0.233,,,,,,,,,2021-07-02 16:00:44,2021-07-02 16:04:45,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,7.0,10.0,1,3,3,3,2,3,7,4,3,7,7,7,7,7,7,7,祖国会越来越好,没有看法,3,,40分钟,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,7,7,6,没有建议
1246,221.13.63.228,,,,,,,,,2021-07-02 16:02:39,2021-07-02 16:05:43,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,3,1,3,7,4,4,7,7,6,7,7,7,7,无,无,7,,16,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,5,6,7,7,5,4,无
1247,114.138.132.67,,,,,,,,,2021-07-02 15:59:44,2021-07-02 16:08:02,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,10.0,1,3,2,3,2,1,6,4,4,7,7,7,6,7,7,7,内容严谨，对国家情况有基本的了解,内容严谨，思想明确，能让同学们听了更加了解本国的局势，让学生听起来更有激情,3,,10,20,6,6,4,4,4,5,6,6,7,6,6,5,5,6,5,5,5,5,5,6,7,7,3,6,5,多一点有趣的讲解
1248,14.204.0.146,,,,,,,,,2021-07-02 16:04:30,2021-07-02 16:09:44,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,10.0,9.0,1,3,3,1,1,2,7,3,4,7,7,7,6,7,7,7,民族团结,民族团结,7,,21,19,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,没有
1249,106.61.135.169,,,,,,,,,2021-07-02 16:07:20,2021-07-02 16:09:44,Unknown Browser,iPhone iOS 13.6,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,7,1,1,7,7,7,7,7,7,7,没有,没有,3,,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,没有
1250,106.61.51.233,,,,,,,,,2021-07-02 16:06:16,2021-07-02 16:11:37,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,6.0,7.0,6.0,1,3,3,3,2,3,3,4,4,7,7,7,7,7,7,7,此生不悔入华夏 来世还做中国人,非常棒,3,,3,70,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,6,5,5,无
1251,223.104.238.83,,,,,,,,,2021-07-02 16:06:13,2021-07-02 16:11:39,Unknown Browser,iPhone iOS 14.3,1,,,,,,,9.0,10.0,10.0,1,3,3,3,2,3,3,2,4,7,7,7,7,7,7,7,此生不悔入华夏来世还做中国人,非常好,3,,3,70,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,4,5,5,无
1252,36.104.72.42,,,,,,,,,2021-07-02 16:03:26,2021-07-02 16:11:46,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,1,7,4,4,7,7,7,7,7,7,7,要坚持党的领导,使我的境界得到了提高,4,,5,35,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,无
1253,117.136.71.236,,,,,,,,,2021-07-02 16:09:09,2021-07-02 16:12:11,Unknown Browser,iPhone iOS 14.0.1,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,1,3,3,3,5,6,4,3,3,3,非常好,非常好,3,,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,5,5,5,暂时没有
1254,221.13.63.169,,,,,,,,,2021-07-02 16:07:55,2021-07-02 16:15:02,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,7.0,7.0,1,3,3,3,2,2,3,2,3,6,7,7,6,6,6,6,看了视频之后我们应该更加的了解我们的国家，我们的制度,能够把知识更好的为同学们讲解,7,,4,40,5,5,5,5,5,4,5,5,5,5,6,5,5,5,6,5,5,5,5,5,6,6,5,6,6,还不错，形式也比较多
1255,139.214.254.19,,,,,,,,,2021-07-02 16:07:04,2021-07-02 16:15:57,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,5.0,5.0,5.0,1,3,1,3,2,1,7,2,3,7,7,7,7,7,7,7,好, 好,5,,好,好,3,3,3,3,3,3,6,7,7,7,7,6,5,5,5,5,5,6,5,4,7,6,5,4,5,哈哈
1256,139.214.244.185,,,,,,,,,2021-07-02 16:15:09,2021-07-02 16:17:18,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,3,3,4,7,4,4,7,7,7,7,7,7,7,无,无,3,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,无
1257,223.104.96.77,,,,,,,,,2021-07-02 16:11:26,2021-07-02 16:20:06,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,7.0,1,1,2,1,2,4,3,3,3,5,6,7,5,6,6,6,无,太过于理论化,4,,6,4,5,4,4,4,4,4,4,5,5,6,6,5,5,4,5,5,4,4,4,4,6,6,5,5,5,无
1258,139.214.254.167,,,,,,,,,2021-07-02 16:21:40,2021-07-02 16:23:25,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,7,4,4,7,7,7,7,7,7,7,没有,没有,8,无,无,无,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,无
1259,112.96.183.49,,,,,,,,,2021-07-02 16:21:19,2021-07-02 16:23:34,Unknown Browser,iPhone iOS 14.6,1,,,,,,,6.0,6.0,7.0,1,1,3,1,4,1,3,2,3,6,7,7,7,7,7,7,我爱中国,中国加油,3,,6,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,加油
1260,223.104.96.18,,,,,,,,,2021-07-02 16:13:30,2021-07-02 16:25:29,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,6.0,9.0,1,2,2,3,2,3,3,1,1,6,7,7,6,7,7,7,无,挺有意义的，学到了很多以前不知道的东西,7,,4,2,5,4,4,3,5,5,5,5,6,6,5,5,5,5,5,5,4,5,4,6,7,7,4,6,5,如果可以尽量不要在线学校
1261,119.4.175.135,,,,,,,,,2021-07-02 16:22:18,2021-07-02 16:28:15,Chrome 87.0.4280.101,Android Linux 10,1,,,,,,,8.0,8.0,6.0,1,1,3,4,1,4,3,4,4,6,6,7,6,6,6,5,无,无,8,,2,5,5,5,5,5,5,6,6,5,5,5,6,4,5,5,6,5,5,5,5,6,7,7,5,6,4,无
1262,119.4.175.92,,,,,,,,,2021-07-02 16:13:38,2021-07-02 16:30:18,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,1.0,10.0,2.0,2,1,2,1,2,4,1,4,4,7,6,7,7,7,6,7,太过于死板,相比较以上视频 我们的思政课更加生动明了,3,,6,8,5,4,5,4,5,5,4,5,5,6,7,5,4,5,5,5,5,5,5,6,7,7,5,6,5,实操多一点
1263,180.130.2.222,,,,,,,,,2021-07-02 16:27:59,2021-07-02 16:32:30,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,8.0,8.0,8.0,1,3,3,1,2,4,6,3,3,7,6,6,6,6,6,6,无,无,4,,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,7,7,6,5,无
1264,180.130.2.61,,,,,,,,,2021-07-02 16:39:58,2021-07-02 16:41:18,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,2,2,2,2,2,2,2,2,4,4,4,6,5,5,6,无,无,5,,2,3,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,无
1265,223.104.238.207,,,,,,,,,2021-07-02 16:41:45,2021-07-02 16:43:50,Unknown Browser,iPhone iOS 14.3,1,,,,,,,10.0,10.0,10.0,1,3,1,1,2,2,7,2,3,6,7,7,7,7,7,7,爱国家,学习新思想,4,,18,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,4,7,7,6,没有
1266,119.62.124.151,,,,,,,,,2021-07-02 16:43:04,2021-07-02 16:46:07,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,6.0,7.0,7.0,1,3,2,1,2,2,6,3,3,6,6,6,6,6,6,6,没有,没有,6,,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,没有
1267,39.144.227.116,,,,,,,,,2021-07-02 16:43:19,2021-07-02 16:47:45,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,7.0,7.0,6.0,1,3,1,1,1,2,3,4,3,6,6,6,6,6,6,7,没有,太长篇大论了,7,,30,30,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,6,6,5,不习惯
1268,112.97.86.181,,,,,,,,,2021-07-02 16:42:20,2021-07-02 16:48:48,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,7.0,8.0,1,3,3,1,1,2,1,4,4,7,7,6,6,6,7,6,感叹祖国强大,没有,3,,40,40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,4,7,7,没有
1269,221.192.179.163,,,,,,,,,2021-07-02 16:48:53,2021-07-02 16:50:09,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,1,1,2,3,2,6,4,4,7,7,7,7,7,7,7,不错,挺好,3,,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,不错
1270,223.104.97.196,,,,,,,,,2021-07-02 16:49:14,2021-07-02 16:52:45,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,2,7,4,4,7,7,7,7,7,7,7,无,无,4,,10,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
1271,223.104.238.61,,,,,,,,,2021-07-02 16:50:23,2021-07-02 16:53:00,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,3,3,1,3,2,6,3,3,6,7,7,7,7,7,7,无,无,7,,120,120,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5,5,5,5,无
1272,106.57.125.130,,,,,,,,,2021-07-02 16:51:47,2021-07-02 16:54:40,Chrome 77.0.3865.120,Android Linux 8.0.0,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,3,3,4,4,7,7,7,7,7,7,7,无,无,8,无,36,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
1273,223.104.238.25,,,,,,,,,2021-07-02 16:51:31,2021-07-02 16:55:16,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,7.0,7.0,7.0,1,1,1,4,3,3,3,4,4,7,7,7,7,7,7,7,无,端正思想 ,4,,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5,无
1274,106.61.224.54,,,,,,,,,2021-07-02 16:53:45,2021-07-02 16:56:48,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,7.0,8.0,1,1,2,1,2,4,3,2,2,5,5,5,5,5,5,5,无,无,7,,3,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无
1275,117.136.32.57,,,,,,,,,2021-07-02 16:44:49,2021-07-02 16:56:50,Chrome 77.0.3865.120,Android Linux 6.0.1,1,,,,,,,10.0,10.0,10.0,3,1,2,1,3,4,7,3,3,7,7,7,7,7,7,7,党是我们国家的核心领导，我们要依法治党，更好为人民服务,支持，加强了党的宣传力度，更深入民心,3,,35,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,6,6,6,多于老师线上互动，不懂及时寻求解惑。
1276,117.136.71.248,,,,,,,,,2021-07-02 16:52:47,2021-07-02 16:57:53,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,7.0,7.0,7.0,1,3,2,3,2,3,3,2,3,5,6,6,5,6,5,6,无,无,5,,不定,不定,5,5,5,5,5,5,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,无
1277,106.61.35.144,,,,,,,,,2021-07-02 16:53:14,2021-07-02 16:58:27,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,7.0,5.0,7.0,1,3,2,1,3,1,3,4,4,7,7,7,7,7,7,7,无,无,4,,2,5小时,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
1278,220.196.192.120,,,,,,,,,2021-07-02 16:52:00,2021-07-02 16:58:57,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,4.0,6.0,3,1,3,3,2,3,3,2,3,6,6,7,6,6,6,5,无,没看法，普通,3,,22.5,22.5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,5,4,4,不好
1279,39.144.147.75,,,,,,,,,2021-07-02 16:54:47,2021-07-02 16:59:33,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,9.0,9.0,1,3,2,1,2,1,6,3,3,6,6,6,6,6,6,6,无,无,7,,24,24,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,6,6,6,6,无
1280,117.136.80.94,,,,,,,,,2021-07-02 16:54:52,2021-07-02 17:02:09,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,9.0,9.0,9.0,1,4,2,1,4,3,7,4,4,7,6,7,7,6,7,7,无,无,5,,30,32,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,6,7,7,5,5,无
1281,117.136.80.5,,,,,,,,,2021-07-02 17:00:08,2021-07-02 17:03:06,Unknown Browser,iPhone iOS 13.6,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,2,7,3,3,7,7,7,7,7,7,7,无,无,7,,6,5,6,6,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,无
1282,106.57.88.183,,,,,,,,,2021-07-02 17:01:36,2021-07-02 17:03:15,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,1,1,3,4,4,7,7,7,7,7,7,7,无,无,3,,8,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
1283,106.61.54.28,,,,,,,,,2021-07-02 16:57:47,2021-07-02 17:03:38,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,3,3,1,1,2,3,6,3,2,6,6,7,6,6,6,6,无,有助于增强学生的思想政治,4,,14,17,5,5,6,5,6,5,4,5,5,5,5,5,6,5,6,5,5,5,5,5,6,7,3,5,6,无
1284,114.135.193.59,,,,,,,,,2021-07-02 16:58:46,2021-07-02 17:04:10,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,4,6,4,4,6,6,6,6,6,6,6,无,无,5,,30,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,6,6,5,无
1285,117.136.71.206,,,,,,,,,2021-07-02 16:58:47,2021-07-02 17:05:54,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,8.0,8.0,1,3,2,1,1,3,6,4,4,6,6,6,6,6,6,6,无,无,3,,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,6,5,5,无
