答卷编号,IP地址,性别(有偿),年龄(有偿),城市(有偿),图片(微信),来源,昵称(微信),性别(微信),城市(微信),开始时间,结束时间,浏览器,操作系统,状态,证件号,用户名,姓名,用户类别,单位,邮件,Q1_您认为上述视频内容和思想政治课课堂教学的语言风格是否相近？_请打分,Q2_您认为上述视频内容和新闻联播的语言风格是否相近？_请打分,Q3_您认为上述视频内容和职业教育是否有联系？_请打分,Q4_您认为上述视频的内容语言风格跟下列哪种情境的内容或风格更相似？,Q5_全面从严治党的关键是:,Q6_新发展理念包括创新、协调、绿色、开放和:,Q7_民主法制建设的成就包括推进全面依法治国、党的领导、 有机统一。,Q8_党的十八届三中全会是在哪一年召开的？,Q9_中央外事工作会议明确提出外交大权在：,Q10_你喜欢类似视频中的思想政治课么？,Q11_你对下列哪些主体的工作满意？你不必说具体哪个，请告诉我您满意的主体数量（0-4）即可：钟南山院士高等院校非政府组织中央政府,Q12_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士国务院新闻发布会,Q13_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士纽约时报,Q14_你认为国家下列这些方面的能力强么？_统计民众和社会信息的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会稳定的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会团结，增加民众国家认同的能力,Q14_你认为国家下列这些方面的能力强么？_向社会获取资源（包括税收等）的能力,Q14_你认为国家下列这些方面的能力强么？_领导不同中央各部委和地方政府的能力,Q14_你认为国家下列这些方面的能力强么？_管理社会组织和市场主体的能力,Q14_你认为国家下列这些方面的能力强么？_提供社会福利的能力,Q15_请问你对上述视频有什么看法：,Q16_请问你对你平时上的思想政治课有什么看法：,Q17_你所在学校组织网课的最常见形式是什么？,Q17_你所在学校组织网课的最常见形式是什么？_开放选项,Q18_本学期，你平均每周在线上课（学校规定的课程）的时间为________小时。,Q19_本学期，你平均每周在线学习（不包括学校规定的课程）的时间为________小时。,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够提高我的学习效率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够解决我大部分的学习问题,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能够让我更好地掌握知识与技能,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能让我的学习注意力更加集中,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线学习平台的师生交流功能使用起来很方便,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，通过在线学习平台获取知识与提升技能很轻松,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线完成作业是一件容易的事,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习方面的培训或指导,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习资源（如网课资源、电子讲义等）,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校为我们配备的硬件设施（如光纤网络、机房、虚拟仿真设备等）能满足我的在线学习需要,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会营造良好氛围来促进信息技术融入我们的学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_我愿意向我的亲朋好友推荐在线学习形式,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意继续采纳在线学习的方式进行学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意提高使用在线学习平台学习的频率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我希望在线学习的形式能扩展到更多课程的学习中,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_在线学习的整体体验感让我满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己的学习效率感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所获得的学习效果感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所取得的整体收获感到满意,Q22_你上思想政治课的班级规模：,Q23_你对中央政府的工作有多满意？,Q24_你相信国务院新闻发布会发布的信息么？,Q25_你相信纽约时报发布的信息么？,Q26_你对老师在线授课的适应程度如何？,Q27_你对自己在线自主学习的适应程度如何？,Q28_你对学校组织的在线学习，有什么建议？
938,39.144.147.71,,,,,,,,,2021-07-02 12:42:08,2021-07-02 12:52:09,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,9.0,10.0,1,3,2,1,1,4,3,4,3,3,7,6,7,6,6,7,7,无,无,3,,2,2,5,5,5,5,5,5,5,6,6,5,6,5,5,5,6,5,5,5,5,5,3,7,4,6,5,无
939,39.144.147.92,,,,,,,,,2021-07-02 12:49:11,2021-07-02 12:52:42,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,3,1,7,5,5,5,7,7,7,7,7,7,7,无,无,3,,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,5,无
940,106.61.136.251,,,,,,,,,2021-07-02 12:49:34,2021-07-02 12:52:49,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,3,2,1,3,4,3,5,5,5,7,7,7,7,7,7,7,无,无,7,,2,2,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,无
941,117.136.80.159,,,,,,,,,2021-07-02 12:47:39,2021-07-02 12:52:56,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,9.0,6.0,1,1,2,1,2,3,3,4,3,2,5,5,6,6,6,7,6,让我学到了很多的知识,没有,3,,8小时,6小时,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,7,4,4,5,没有
942,223.104.66.65,,,,,,,,,2021-07-02 12:34:43,2021-07-02 12:53:09,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,8.0,7.0,3,1,2,1,4,1,3,4,2,1,7,7,7,6,6,6,6,祖国在复兴,结合时代特点,3,,11,9,5,5,5,5,5,5,5,5,5,4,5,5,4,5,6,5,5,5,5,4,6,7,4,5,6,网络真的好差，希望能好点
943,119.62.124.32,,,,,,,,,2021-07-02 12:47:11,2021-07-02 12:53:23,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,7.0,7.0,3,3,2,1,2,1,6,4,4,4,7,7,7,7,7,7,7,无,无,7,,10,3,4,4,4,4,6,4,6,6,6,5,6,4,4,4,4,5,4,4,4,4,7,7,5,5,4,无
944,223.88.72.143,,,,,,,,,2021-07-02 12:04:19,2021-07-02 12:53:24,Unknown Browser,iPhone iOS 14.6,1,,,,,,,6.0,6.0,6.0,1,1,1,4,3,4,3,5,5,5,7,7,7,7,7,7,7,没什么看法,没什么看法,5,,20,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,3,5,5,没有
945,117.136.71.134,,,,,,,,,2021-07-02 12:46:54,2021-07-02 12:53:31,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,8.0,8.0,7.0,1,3,2,1,2,1,6,4,4,4,7,7,7,7,7,7,7,没有,没有看法，听老师的,3,,8,2,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,5,5,5,4,7,7,5,5,6,没有
946,14.28.156.80,,,,,,,,,2021-07-02 12:50:26,2021-07-02 12:53:41,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,6.0,6.0,1,3,2,1,2,2,3,3,3,3,5,5,5,5,5,5,5,无,无,7,,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,无
947,223.104.238.157,,,,,,,,,2021-07-02 12:48:52,2021-07-02 12:54:09,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,1,7,4,5,4,7,7,7,7,7,7,7,无,很好,6,,6,无,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,3,7,7,无
948,139.214.251.15,,,,,,,,,2021-07-02 12:40:39,2021-07-02 12:54:13,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,3.0,2.0,1,1,3,3,3,3,2,3,2,1,6,7,6,6,5,6,5,没,枯燥,5,,7,3,4,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,6,5,5,5,没有太好建议
949,117.136.80.42,,,,,,,,,2021-07-02 12:48:14,2021-07-02 12:54:16,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,8.0,9.0,1,3,2,4,3,3,6,2,5,4,7,6,7,6,5,6,7,没有,感觉到了中国的伟大,7,,1,3,6,6,6,6,6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,没有
950,117.136.80.182,,,,,,,,,2021-07-02 12:50:09,2021-07-02 12:54:20,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,7.0,1,3,2,1,1,3,3,4,4,4,6,6,6,6,6,6,6,不错,还可以,4,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,5,5,5,没有
951,117.136.71.193,,,,,,,,,2021-07-02 12:47:19,2021-07-02 12:54:40,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,7.0,5.0,7.0,1,3,2,1,2,1,3,3,5,5,6,6,7,6,6,6,5,无,太过枯燥，增加点趣味性,4,,70,2,4,4,5,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,4,无
952,117.136.79.10,,,,,,,,,2021-07-02 12:52:23,2021-07-02 12:54:50,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,3,1,2,7,1,4,4,7,7,7,7,7,7,7,无,无,6,,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无
953,117.61.241.166,,,,,,,,,2021-07-02 12:49:31,2021-07-02 12:55:01,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,6.0,4.0,5.0,3,3,2,1,2,4,3,5,5,5,7,7,7,7,7,7,7,很棒,有点枯燥,3,,10,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,4,5,5,注意力很难集中
954,223.104.238.124,,,,,,,,,2021-07-02 12:52:23,2021-07-02 12:55:09,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,5.0,5.0,5.0,1,3,2,1,1,4,3,3,3,5,6,6,6,6,6,6,6,无,无,4,,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无
955,139.214.251.67,,,,,,,,,2021-07-02 12:52:58,2021-07-02 12:55:09,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,3,3,1,1,2,2,6,4,3,2,6,6,6,6,5,5,6,好,非常好,4,,20,30,6,5,6,7,7,6,6,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,太好了
956,117.136.80.124,,,,,,,,,2021-07-02 12:50:48,2021-07-02 12:55:27,Unknown Browser,iPhone iOS 14.4,1,,,,,,,8.0,7.0,6.0,1,1,2,1,3,2,3,4,3,3,5,6,5,6,6,5,6,无,无,4,,2,2,5,4,4,4,5,5,5,5,5,5,5,6,5,5,5,5,5,4,5,5,5,5,5,5,7,无
957,39.144.147.88,,,,,,,,,2021-07-02 12:48:13,2021-07-02 12:55:51,Chrome 78.0.3904.108,Android Linux 10,1,,,,,,,5.0,4.0,6.0,3,1,2,1,2,4,3,5,4,4,6,7,7,6,7,7,7,语言过于刻板,了解更多关于党和国家，社会上的问题,3,,14,35,6,5,6,5,6,6,6,6,7,7,6,6,5,5,6,6,6,6,6,5,7,6,5,6,6,无
958,117.136.80.180,,,,,,,,,2021-07-02 12:52:56,2021-07-02 12:55:54,Chrome 62.0.3202.84,Android Linux 7.1.1,1,,,,,,,7.0,7.0,7.0,1,1,2,1,3,4,3,3,4,4,6,7,7,6,7,7,7,没有,没有,5,,1,1,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,7,7,5,5,5,没有
959,223.104.64.203,,,,,,,,,2021-07-02 12:51:59,2021-07-02 12:57:00,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,3,7,4,4,3,7,7,7,7,7,7,7,只有思想站位明确，之后做的事才是正确的,老师上课很用心，学到了很多东西,3,,28,28,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,无
960,223.104.238.103,,,,,,,,,2021-07-02 12:50:31,2021-07-02 12:57:03,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,6.0,8.0,7.0,1,1,2,1,2,2,2,3,4,4,7,6,6,6,7,6,7,没有,没有,7,,4,1,5,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,5,5,4,6,6,6,6,6,没有
961,223.104.238.200,,,,,,,,,2021-07-02 12:53:58,2021-07-02 12:58:48,Chrome 77.0.3865.120,Android Linux 7.1.2,1,,,,,,,6.0,6.0,6.0,1,3,2,1,2,2,3,5,4,5,6,6,6,6,6,6,7,无,无,7,,5,3,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,6,6,5,5,6,无
962,183.9.235.173,,,,,,,,,2021-07-02 12:33:21,2021-07-02 12:58:51,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,5.0,5.0,5.0,1,3,2,1,2,4,3,5,5,5,7,7,7,7,7,7,7,无,无,4,,30,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,6,6,无
963,117.136.79.26,,,,,,,,,2021-07-02 12:55:16,2021-07-02 12:59:15,Unknown Browser,iPhone iOS 14.5,1,,,,,,,7.0,6.0,6.0,1,1,3,1,2,3,3,5,5,5,7,7,7,7,7,7,7,没看法,没看法,3,,10,0,5,6,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,7,7,5,6,6,无
964,106.61.244.207,,,,,,,,,2021-07-02 12:51:43,2021-07-02 12:59:35,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,7.0,1,1,2,1,1,3,3,3,3,3,6,7,6,6,6,6,6,无看法,老师上课知识丰富，视野开阔,3,,2,10,5,5,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,6,6,没建议
965,119.4.174.92,,,,,,,,,2021-07-02 12:55:32,2021-07-02 12:59:41,Chrome 68.0.3440.91,Android Linux 9,1,,,,,,,7.0,7.0,7.0,1,3,1,1,2,4,3,5,4,4,6,7,7,7,6,7,7,没有,改变讲课方式,5,,40,40,6,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,6,7,6,6,5,无
966,139.215.45.7,,,,,,,,,2021-07-02 12:55:31,2021-07-02 12:59:44,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,6.0,5.0,5.0,1,1,1,1,3,1,3,2,5,1,6,6,6,6,6,6,6,挺好,挺好,4,,8,8,5,6,5,5,5,5,6,6,6,6,6,5,6,6,6,5,5,5,5,4,6,7,6,6,6,没有
967,222.160.20.22,,,,,,,,,2021-07-02 12:57:11,2021-07-02 13:00:02,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,3.0,5.0,5.0,1,1,1,4,1,2,3,2,2,1,5,6,6,5,5,5,4,没有,没有,3,,24,24,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,没有
968,42.97.241.188,,,,,,,,,2021-07-02 12:57:13,2021-07-02 13:00:27,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,3,1,3,1,1,3,3,2,2,5,6,5,5,5,5,5,没有,没有,3,,160,160,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,没有
969,106.57.125.148,,,,,,,,,2021-07-02 12:58:25,2021-07-02 13:00:49,Unknown Browser,iPhone iOS 14.2,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,2,1,3,3,3,5,5,5,5,5,5,5,没看法,没看法,4,,12,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,没有
970,117.136.80.109,,,,,,,,,2021-07-02 12:57:08,2021-07-02 13:01:05,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,7.0,8.0,1,1,2,1,3,1,6,4,5,5,7,7,7,7,7,7,7,我国日益强大,有点儿快枯燥,4,,2,2,5,5,5,4,6,6,5,5,5,6,6,6,5,6,5,6,6,5,5,5,6,7,6,5,4,暂时无
971,117.136.80.88,,,,,,,,,2021-07-02 12:58:28,2021-07-02 13:01:34,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,7.0,7.0,7.0,1,1,2,1,2,1,3,5,5,5,7,7,7,7,7,7,7,无,无,4,,40,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,6,6,无
972,36.104.35.36,,,,,,,,,2021-07-02 12:58:12,2021-07-02 13:01:34,Unknown Browser,iPhone iOS 14.6,1,,,,,,,5.0,5.0,8.0,3,2,1,1,4,2,3,3,3,2,6,7,7,7,7,7,7,无,无,7,,40,10,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5,无
973,222.160.51.36,,,,,,,,,2021-07-02 12:57:49,2021-07-02 13:01:42,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,1,1,3,1,7,5,5,5,7,7,7,7,7,7,7,少年强则国强,听党指挥,4,,56,56,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无
974,203.168.30.83,,,,,,,,,2021-07-02 12:58:18,2021-07-02 13:02:21,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,3,3,7,5,5,4,7,6,7,6,6,6,6,蛮好的,蛮好的,4,,30,10,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,5,6,7,6,6,6,没有
975,183.37.128.142,,,,,,,,,2021-07-02 12:55:06,2021-07-02 13:02:30,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,9.0,8.0,8.0,3,1,2,3,2,3,6,5,5,5,7,7,7,7,7,7,7,无,无,4,,13,13,6,6,5,5,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,5,7,7,7,6,6,无
976,117.136.71.220,,,,,,,,,2021-07-02 12:59:49,2021-07-02 13:03:01,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,6.0,6.0,1,3,2,1,2,4,3,3,3,2,6,6,6,6,6,6,6,没有,没有,8,,1.5,0.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,没有
977,117.136.58.150,,,,,,,,,2021-07-02 13:00:23,2021-07-02 13:03:04,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,2,2,3,1,1,7,4,2,2,5,4,4,6,4,5,3,可以提高观众水平,内容很好,5,,5,5,6,4,5,6,7,5,6,7,4,6,6,7,5,6,3,6,7,6,7,5,6,6,6,6,6,尽量不要占用晚自习时间
978,106.61.242.24,,,,,,,,,2021-07-02 12:57:26,2021-07-02 13:03:31,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,7.0,10.0,1,3,2,1,2,2,6,4,3,3,7,7,7,7,7,7,7,无,上理论课应该结合我们国家的百年历史来讲解,4,,3,5,6,6,5,4,5,5,5,6,6,6,6,6,6,6,6,5,4,6,6,5,7,7,6,6,5,无
979,223.104.238.147,,,,,,,,,2021-07-02 12:59:15,2021-07-02 13:03:50,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,9.0,9.0,1,1,2,1,3,1,7,4,4,4,7,7,7,5,7,7,7,无,无,4,,48,48,6,6,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,6,6,6,无
980,117.136.71.152,,,,,,,,,2021-07-02 13:00:03,2021-07-02 13:04:07,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,7.0,7.0,7.0,1,3,2,1,2,1,3,5,5,4,6,7,7,7,7,7,7,无,没有,3,,暂不知,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,6,6,6,无
981,139.214.246.67,,,,,,,,,2021-07-02 13:01:16,2021-07-02 13:04:25,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,9.0,9.0,1,3,3,1,2,3,3,5,5,5,6,6,6,6,6,6,6,非常好,应该多学校,4,,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,6,6,6,组织的非常不错
982,117.136.80.69,,,,,,,,,2021-07-02 12:55:05,2021-07-02 13:04:30,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,6.0,9.0,1,1,2,1,1,3,7,4,3,2,7,7,7,6,5,5,5,人民有信仰，国家有力量，民族有希望！,了解国家事实，听党指挥，跟党走,4,,42,48,5,5,5,4,4,5,5,4,4,4,4,5,4,5,5,5,5,5,5,4,6,7,4,4,5,无
983,139.214.246.207,,,,,,,,,2021-07-02 13:02:32,2021-07-02 13:04:37,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,6.0,5.0,1,2,3,4,3,2,3,1,5,5,7,5,5,6,4,5,6,无,无,4,,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,无
984,106.33.32.205,,,,,,,,,2021-07-02 13:00:49,2021-07-02 13:04:42,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,4,3,3,5,2,2,7,7,7,7,7,7,7,都挺好,都挺好,3,,不知道,不知道,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,3,6,6,没有
985,117.136.71.188,,,,,,,,,2021-07-02 12:58:37,2021-07-02 13:05:02,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,3,2,1,2,4,3,4,3,3,7,7,7,7,7,7,7,无,无,4,,2,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,7,7,5,6,5,无
986,106.61.16.146,,,,,,,,,2021-07-02 12:57:16,2021-07-02 13:05:02,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,7.0,6.0,1,1,2,3,2,4,2,4,3,3,6,7,6,6,5,6,6,组织自己的语言,建议老师语言表达可以生动活泼一点,4,,7,2,3,4,3,3,4,3,5,5,5,6,6,4,4,4,4,5,4,4,4,5,7,7,4,4,3,个人不喜欢在线学习
987,222.186.52.242,,,,,,,,,2021-07-02 12:58:03,2021-07-02 13:05:12,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,6.0,5.0,1,1,3,1,2,2,3,4,3,2,6,6,6,6,6,6,6,好,无,3,,24,8,5,6,6,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,7,7,3,6,6,五
988,139.214.246.199,,,,,,,,,2021-07-02 13:03:09,2021-07-02 13:05:21,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,9.0,1,1,1,1,2,4,6,5,5,5,7,7,7,5,7,7,7,无,无,5,,20,无,6,6,6,6,6,7,5,6,6,6,7,6,6,7,5,7,7,7,7,5,7,7,5,7,7,无
989,223.104.238.11,,,,,,,,,2021-07-02 13:02:20,2021-07-02 13:05:34,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,8.0,8.0,8.0,1,1,2,1,2,3,3,3,3,4,6,6,6,5,5,5,5,无,无,4,,72,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无
990,139.215.46.139,,,,,,,,,2021-07-02 13:03:22,2021-07-02 13:05:39,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,9.0,1,1,3,1,4,1,6,5,5,5,7,7,7,7,7,7,7,没有,没有,7,,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,没有
991,106.61.225.57,,,,,,,,,2021-07-02 13:03:44,2021-07-02 13:07:01,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,8.0,8.0,8.0,1,3,2,1,1,1,3,4,5,3,5,5,5,5,5,5,5,无,无,3,,24,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,无
992,139.214.254.84,,,,,,,,,2021-07-02 13:04:48,2021-07-02 13:07:36,Chrome 78.0.3904.62,Android Linux 8.1.0,1,,,,,,,10.0,10.0,10.0,1,3,2,1,1,3,7,2,5,3,7,7,7,7,7,7,7,多讲一些关于职业的方面,时间,8,,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,不错
993,139.214.246.95,,,,,,,,,2021-07-02 13:05:53,2021-07-02 13:07:44,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,1,1,3,1,3,5,5,5,6,6,6,6,6,6,7,没有,没有,4,,5,5,7,6,5,5,6,6,6,6,6,6,6,6,6,4,5,4,5,6,4,6,6,5,6,6,5,没有
994,139.214.144.95,,,,,,,,,2021-07-02 13:06:00,2021-07-02 13:08:37,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,好,好,3,,1,1,3,4,3,3,3,3,4,5,3,3,6,7,6,5,5,5,6,4,6,6,5,5,5,6,5,无
995,39.144.147.83,,,,,,,,,2021-07-02 13:05:43,2021-07-02 13:09:04,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,3,3,1,4,4,6,4,4,4,7,7,7,7,7,7,7,国家越来越强大,同感,3,,3,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,7,7,没有
996,36.104.160.251,,,,,,,,,2021-07-02 13:06:23,2021-07-02 13:09:24,Unknown Browser,iPhone iOS 14.0,1,,,,,,,7.0,7.0,7.0,1,1,2,1,3,4,3,2,2,2,6,6,6,6,6,6,6,看不清,无聊,5,,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,4,力度不大
997,117.136.59.168,,,,,,,,,2021-07-02 13:07:54,2021-07-02 13:09:56,Unknown Browser,iPhone iOS 14.3,1,,,,,,,10.0,10.0,10.0,1,1,3,1,1,2,1,3,1,1,7,7,7,7,7,7,7,无,无,3,,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,无
998,202.60.133.82,,,,,,,,,2021-07-02 13:07:19,2021-07-02 13:09:57,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,3,3,2,1,4,3,6,3,2,3,6,6,7,7,6,7,7,无,认真学习,7,,40,40,5,5,5,6,7,7,7,6,7,6,7,7,7,7,7,7,7,6,6,5,6,6,5,6,6,无
999,106.57.119.135,,,,,,,,,2021-07-02 13:05:29,2021-07-02 13:11:12,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,6.0,5.0,6.0,1,3,2,1,4,3,6,1,5,5,7,7,7,7,7,7,7,没有,没有,3,,10,10,5,5,4,3,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,5,7,7,6,6,6,没有
